name,brand,month,qty,price_unit,total_sales
PLAZA MAYOR (LEON),APPLE,November,8,10586.4306896575,84691.44551726
PLAZA PATIO (QRO),HONOR,August,18,4684.666494256668,84323.99689662001
LA VICTORIA (QRO),XIAOMI,September,18,4665.207586207222,83973.73655173
PARQUE (CELAYA),SAM,September,20,4188.7965689645,83775.93137928999
GUERRERO (QRO),HONOR,November,24,3490.5191235620837,83772.45896549
ALLENDE (CELAYA),MOTO,January,28,2988.6717660107142,83682.8094483
ALLENDE (CELAYA),SAM,November,25,3341.2066417764,83530.16604441
PARQUE (CELAYA),SAM,May,17,4902.790136307647,83347.43231723
GUERRERO (QRO),SAM,February,22,3777.744341692727,83110.37551724
LA VICTORIA (QRO),SAM,October,18,4612.901475026111,83032.22655047
MADERO (LEON),SAM,February,25,3311.2089379316,82780.22344829
LA VICTORIA (QRO),MOTO,February,23,3591.3425337330436,82600.87827586
ALAMEDA (QRO),MOTO,June,17,4850.051395538823,82450.87372416
CONSTITUYENTES (QRO),SAM,October,22,3844.4745788476466,82377.61934040999
ALLENDE (CELAYA),SAM,October,25,3288.7964758452,82219.91189613
ANDADOR (CELAYA),MOTO,February,23,3623.7463968645457,81445.70073102
ALAMEDA (QRO),HONOR,February,21,3862.0312151066664,81102.65551724
BOULEVARES (QRO),SAM,May,15,5366.905218390666,80503.57827586
ALLENDE (CELAYA),MOTO,July,16,5030.066503879375,80481.06406207
PLAZA PATIO (QRO),HONOR,October,21,3829.188535140476,80412.95923795
OBREGON (LEON),MOTO,August,16,5022.52065,80360.3304
PARQUE (QRO),MOTO,November,21,3808.785597700476,79984.49755171
HIDALGO 2 (CELAYA),SAM,August,15,5315.230188735333,79728.45283103
GUERRERO (QRO),MOTO,April,18,4419.637028161112,79553.4665069
PARQUE (QRO),MOTO,September,18,4417.291051723889,79511.23893102999
VIA ALTA SUR (LEON),SAM,May,18,4414.845076628333,79467.21137931
LA VICTORIA (QRO),SAM,February,20,3962.9316517239995,79258.63303448
PLAZA PATIO (QRO),XIAOMI,February,26,3036.2754907161534,78943.16275861999
ANDADOR (CELAYA),SAM,February,21,3823.275598448,78706.02921034
ALLENDE (CELAYA),MOTO,November,19,4117.05650054421,78224.07351034
PARQUE (QRO),MOTO,April,19,4114.382537205263,78173.2682069
GUERRERO (QRO),XIAOMI,October,23,3398.6880805086957,78169.8258517
LA VICTORIA (QRO),XIAOMI,May,16,4880.6035991375,78089.6575862
PLAZA PATIO (QRO),HONOR,July,17,4583.3179918900005,77916.40586213
HIDALGO (CELAYA),HONOR,January,21,3706.0356152709523,77826.74792069
BOULEVARES (QRO),XIAOMI,November,19,4064.47306715,77224.98827585
BOULEVARES (QRO),XIAOMI,October,17,4517.933488842941,76804.86931033
PARQUE (QRO),HONOR,February,21,3636.453661740476,76365.52689655
PARQUE (CELAYA),SAM,October,16,4762.072194818125,76193.15511709
PLAZA MAYOR (LEON),SAM,October,20,3806.6963102545,76133.92620509
ANDADOR (CELAYA),HONOR,August,16,4756.681318750625,76106.90110001
ALAMEDA (QRO),MOTO,October,17,4473.988326165882,76057.80154482
URBAN (QRO),SAM,April,15,5062.355675172001,75935.33512758001
PARQUE (CELAYA),MOTO,April,16,4745.906875,75934.51
MADERO (LEON),SAM,April,16,4745.901853411875,75934.42965459
ALLENDE (CELAYA),SAM,August,18,4218.489118711666,75932.80413681
PLAZA MAYOR (LEON),SAM,January,27,2809.576896551852,75858.5762069
PLAZA PATIO (QRO),MOTO,November,21,3619.5367891369997,75838.14957584
MADERO (LEON),MOTO,August,16,4738.4180603449995,75814.68896551999
CORREGIDORA 2 (QRO),XIAOMI,August,21,3603.490114940952,75673.29241375999
LEON CENTRO (LEON),HISENSE,July,23,3263.758605697826,75066.44793105
VIA ALTA SUR (LEON),MOTO,August,14,5358.745778325714,75022.44089656
MADERO (QRO),SAM,January,19,3943.7857491831583,74931.92923448
GUERRERO (QRO),HONOR,January,21,3566.4617863709523,74895.69751379
PARQUE (CELAYA),XIAOMI,January,31,2441.6672183903333,74887.08655171
ANDADOR (CELAYA),SAM,June,15,4970.402287586,74556.03431379
ALAMEDA (QRO),XIAOMI,December,34,2187.2731845841176,74367.28827586
GUERRERO (QRO),MOTO,November,22,3359.248651723636,73903.47033792
PARQUE (QRO),SAM,February,21,3506.649737274286,73639.64448276
LEON CENTRO (LEON),XIAOMI,August,17,4314.5560446247055,73347.45275862
ANDADOR (CELAYA),SAM,December,19,3846.689880761053,73087.10773446
ANDADOR (CELAYA),MOTO,January,20,3644.8280553434997,72896.56110687
PARQUE (QRO),MOTO,June,16,4554.094846983125,72865.51755173
CORREGIDORA 4 (QRO),XIAOMI,July,17,4273.986551723529,72657.7713793
PARQUE (QRO),HONOR,November,19,3819.555825770526,72571.56068964
PLAZA MAYOR (LEON),SAM,September,21,3455.6258620619046,72568.1431033
LA VICTORIA (QRO),HONOR,November,17,4248.091500405294,72217.55550689
OBREGON (LEON),SAM,April,16,4509.48203081875,72151.7124931
ALAMEDA (QRO),MOTO,May,14,5146.922043103571,72056.90860344999
ALLENDE (CELAYA),SAM,September,19,3778.620953175263,71793.79811033
PLAZA MAYOR (LEON),MOTO,November,19,3772.786860252632,71682.9503448
PARQUE (QRO),XIAOMI,December,29,2532.906360153333,71662.61172414
ANDADOR (CELAYA),SAM,September,21,3468.9678396540003,71619.87679308
PLAZA PATIO (QRO),XIAOMI,July,17,4208.834158214706,71550.18068965
PARQUE (CELAYA),SAM,December,19,3765.0434174215784,71535.82493101
MADERO (LEON),HONOR,November,19,3751.4085662426314,71276.76275861
OBREGON (LEON),SAM,February,25,2840.931407172,71023.2851793
OBREGON (LEON),MOTO,June,13,5446.817060743077,70808.62178966
OBREGON (LEON),HONOR,November,20,3538.1905644815,70763.81128963
OBREGON (LEON),XIAOMI,December,24,2937.5005540229163,70500.01329655
PARQUE (CELAYA),SAM,July,19,3706.036079855263,70414.68551724999
HIDALGO 2 (CELAYA),SAM,November,16,4396.768740516875,70348.29984827
OBREGON (LEON),SAM,June,15,4678.103489654666,70171.55234482
GUERRERO (QRO),NOKIA,April,32,2243.29935483871,69972.45
ALLENDE (CELAYA),MOTO,February,23,3035.1222241382607,69807.81115518
CONSTITUYENTES (QRO),SAM,September,15,4648.565376275334,69728.48064413
LEON CENTRO (LEON),HONOR,January,19,3669.7372958252636,69725.00862068
LEON CENTRO (LEON),HISENSE,April,30,2319.6252528736663,69588.75758620999
CORREGIDORA 2 (QRO),XIAOMI,February,25,2778.4496551724,69461.24137931
PLAZA MAYOR (LEON),MOTO,February,22,3202.1188013138094,68967.77482759
PLAZA MAYOR (LEON),SAM,July,19,3628.9023956447368,68949.14551725
MADERO (LEON),HONOR,December,17,4045.690912778824,68776.74551724001
HIDALGO 2 (CELAYA),MOTO,April,14,4899.384411576429,68591.38176207
ALLENDE (CELAYA),SAM,May,18,3792.241988888889,68260.3558
CORREGIDORA 3 (QRO),MOTO,August,15,4547.4144754026665,68211.21713104
ALLENDE (CELAYA),MOTO,June,13,5233.886408223845,68040.52330690999
BOULEVARES (QRO),SAM,June,16,4250.21633619625,68003.46137914
OBREGON (LEON),XIAOMI,January,27,2518.3918877396295,67996.58096897
BOULEVARES (QRO),HONOR,January,21,3229.883678160476,67827.55724137
CORREGIDORA 3 (QRO),XIAOMI,November,24,2820.2662931029167,67686.39103447
PARQUE (CELAYA),XIAOMI,December,22,2994.146469622381,67445.17586207
URBAN (QRO),SAM,November,14,4813.814482757857,67393.40275861
MADERO (LEON),MOTO,July,14,4809.484480295714,67332.78272414
ALAMEDA (QRO),MOTO,September,14,4803.32833005,67246.5966207
CONSTITUYENTES (QRO),APPLE,December,3,22412.93103448,67238.79310344
MADERO (LEON),HONOR,October,18,3734.772260536667,67225.90068966
PLAZA MAYOR (LEON),XIAOMI,December,23,2877.4736206895454,67096.66103448
HIDALGO (CELAYA),XIAOMI,January,24,2793.6785785545835,67048.28588531
PARQUE (CELAYA),SAM,February,18,3718.0087245594445,66924.15704207
PARQUE (QRO),MOTO,February,24,2775.792054598333,66619.00931036
ALLENDE (CELAYA),MOTO,August,15,4425.576643678666,66383.64965518
ALLENDE (QRO),XIAOMI,May,16,4147.8447198275,66365.51551724
LA VICTORIA (QRO),MOTO,June,14,4737.901697043571,66330.62375861
CORREGIDORA 3 (QRO),MOTO,November,17,3888.591315212353,66106.05235861
PLAZA MAYOR (LEON),MOTO,January,19,3479.1770780405263,66104.36448277
VIA ALTA SUR (LEON),SAM,July,12,5502.013706895,66024.16448274
PARQUE (QRO),XIAOMI,November,20,3301.1200172415,66022.40034483
PARQUE (QRO),XIAOMI,April,13,5072.0817506630765,65937.06275862
ANDADOR (CELAYA),MOTO,December,19,3456.487879218421,65673.26970515
PLAZA PATIO (QRO),MOTO,September,15,4376.573924138001,65648.60886207
BOULEVARES (QRO),MOTO,June,12,5467.52928161,65610.35137932
HIDALGO 2 (CELAYA),MOTO,July,12,5415.804433333334,64989.6532
LEON CENTRO (LEON),XIAOMI,September,16,4030.3330280175,64485.32844828
PLAZA MAYOR (LEON),HONOR,December,17,3786.9177079105884,64377.60103448
PARQUE (CELAYA),MOTO,May,15,4281.897632184,64228.46448276
PLAZA MAYOR (LEON),HONOR,January,19,3374.8174373868424,64121.53131035
BOULEVARES (QRO),XIAOMI,August,15,4269.254482758666,64038.81724138
PLAZA MAYOR (LEON),SAM,December,18,3550.8620881211114,63915.51758618
PARQUE (CELAYA),SAM,April,14,4531.156871920714,63436.19620689
CORREGIDORA 3 (QRO),XIAOMI,June,19,3333.98380617,63345.69231723
LA CRUZ (QRO),SAM,January,18,3514.465415708889,63260.37748276
CORREGIDORA 2 (QRO),HONOR,September,14,4481.898793107143,62746.5831035
URBAN (QRO),SAM,January,15,4151.438436781334,62271.57655172
MADERO (QRO),SAM,June,13,4773.674217504616,62057.76482756
MAYOREO (QRO),SAM,December,19,3261.389074417368,61966.39241393
FIESTA (IRAPUATO),MOTO,May,13,4760.411936338462,61885.3551724
ALLENDE (QRO),XIAOMI,June,15,4119.827597241334,61797.41395862
BOULEVARES (QRO),SAM,July,16,3862.285840405625,61796.57344649
ALLENDE (QRO),ZTE,January,43,1435.7850994386047,61738.75927586
BOULEVARES (QRO),XIAOMI,July,14,4377.216527094286,61281.031379320004
FIESTA (IRAPUATO),MOTO,February,23,2664.059355322609,61273.36517242
CONSTITUYENTES (QRO),SAM,August,13,4707.3614819407685,61195.699265229996
ALAMEDA (QRO),HISENSE,July,18,3399.5235057494447,61191.42310349
LA VICTORIA (QRO),XIAOMI,July,14,4350.064181773571,60900.89854483
ALLENDE (CELAYA),SAM,April,14,4339.716571428571,60756.032
URBAN (QRO),SAM,May,12,5060.058362069167,60720.70034483
PARQUE (CELAYA),HONOR,December,16,3792.2957327581253,60676.731724130004
LA VICTORIA (QRO),MOTO,July,14,4331.651253695,60643.11755173
HIDALGO 2 (CELAYA),SAM,February,14,4303.325069950714,60246.55097931
ALLENDE (QRO),NOKIA,June,26,2306.8638275865383,59978.45951725
PARQUE (QRO),XIAOMI,August,16,3743.75012672375,59900.00202758
BOULEVARES (QRO),XIAOMI,January,16,3738.361745689375,59813.78793103
BOULEVARES (QRO),SAM,September,12,4970.404540115001,59644.85448138
ALAMEDA (QRO),MOTO,November,15,3976.208733068,59643.13099602
CONSTITUYENTES (QRO),SAM,June,12,4956.035201148333,59472.42241378
PLAZA MAYOR (LEON),SAM,August,15,3964.6555861879997,59469.83379282
CORREGIDORA 3 (QRO),XIAOMI,July,19,3129.80998185,59466.38965515
ALAMEDA (QRO),XIAOMI,January,28,2141.5716091955555,59459.50344828
PLAZA MAYOR (LEON),HONOR,November,16,3715.1940948275,59443.10551724
ALLENDE (QRO),HUAWEI,April,15,3953.162127838,59297.43191757
VIA ALTA SUR (LEON),SAM,December,16,3704.9595474125,59279.3527586
OBREGON (LEON),MOTO,February,21,2874.5276351724997,59213.832703449996
CORREGIDORA 4 (QRO),HONOR,September,13,4541.580106104616,59040.54137936
LA CRUZ (QRO),SAM,April,13,4528.315384615385,58868.1
CORREGIDORA 3 (QRO),HONOR,September,13,4521.686578253077,58781.92551729
CONSTITUYENTES (QRO),SAM,July,12,4883.486486769167,58601.83784123
PARQUE (CELAYA),MOTO,December,18,3253.4482145594443,58562.06786207
LA CRUZ (QRO),SAM,June,12,4877.0112931016665,58524.13551722
HIDALGO (CELAYA),HONOR,December,16,3652.15721487,58434.51543792
ALLENDE (QRO),ZTE,October,36,1628.4745371428571,58375.0588
PARQUE (QRO),MOTO,May,12,4862.642439655,58351.70927586
ALLENDE (QRO),XIAOMI,July,16,3641.3790245675,58262.06439308
GUERRERO (QRO),HONOR,October,17,3422.0608113588237,58175.0337931
ALLENDE (CELAYA),MOTO,May,13,4474.735833156154,58171.56583103
PARQUE (QRO),XIAOMI,January,24,2457.9464467769562,58169.83827587
HIDALGO (CELAYA),HISENSE,August,16,3630.6057081925,58089.69133108
CORREGIDORA 3 (QRO),NOKIA,May,27,2147.9244444444444,57993.96
LEON CENTRO (LEON),HISENSE,May,24,2407.649468390833,57783.587241379995
HIDALGO 2 (CELAYA),MOTO,August,13,4425.942286738462,57537.2497276
FIESTA (IRAPUATO),XIAOMI,November,19,3020.915771324737,57397.39965517
OBREGON (LEON),MOTO,May,12,4756.968370115,57083.62044138
CORREGIDORA 2 (QRO),XIAOMI,September,13,4389.059628646924,57057.77517241
LA CRUZ (QRO),SAM,May,13,4389.0581697607695,57057.75620689
PLAZA MAYOR (LEON),SAM,May,13,4389.056680901538,57057.73685172
HIDALGO 2 (CELAYA),MOTO,May,12,4740.517556035,56886.21067242
FIESTA (IRAPUATO),MOTO,June,13,4365.186257295384,56747.42134484
HIDALGO 2 (CELAYA),MOTO,September,12,4726.149575575,56713.7949069
LA VICTORIA (QRO),MOTO,November,14,4044.7047044328574,56625.86586206
HIDALGO 2 (CELAYA),MOTO,December,14,4032.3892532021428,56453.44954483
HIDALGO (CELAYA),XIAOMI,October,15,3757.758328045333,56366.37492068
FIESTA (IRAPUATO),MOTO,July,13,4320.094612733077,56161.22996553
CORREGIDORA 4 (QRO),XIAOMI,May,14,4137.069946949231,56108.63344827
HIDALGO (CELAYA),XIAOMI,November,15,3740.5171285053334,56107.75692758
PLAZA PATIO (QRO),APPLE,January,4,14007.7596551725,56031.03862069
LA VICTORIA (QRO),MOTO,September,15,3718.735855173333,55781.0378276
OBREGON (LEON),HONOR,September,12,4647.701485920833,55772.41783105
OBREGON (LEON),HONOR,October,13,4290.053414589231,55770.69438966
CONSTITUYENTES (QRO),SAM,May,10,5559.481843793,55594.81843793
ALLENDE (QRO),NOKIA,April,26,2137.7329244030766,55581.056034479996
LEON CENTRO (LEON),HISENSE,June,20,2772.8460631045,55456.92126209
CORREGIDORA 4 (QRO),XIAOMI,April,11,5014.81275862,55162.94034482
PARQUE (CELAYA),MOTO,November,14,3940.0250623142856,55160.3508724
ALLENDE (CELAYA),SAM,February,16,3438.794577585,55020.71324136
PARQUE (QRO),MOTO,August,11,4989.772884012727,54887.50172414
LEON CENTRO (LEON),HONOR,November,13,4212.999151193846,54768.98896552
URBAN (QRO),XIAOMI,November,15,3625.575011494,54383.62517241
CORREGIDORA 2 (QRO),XIAOMI,April,10,5430.172344828,54301.72344828
OBREGON (LEON),HONOR,August,11,4913.7914,54051.7054
LEON CENTRO (LEON),NOKIA,June,22,2455.300313481818,54016.6068966
FIESTA (IRAPUATO),MOTO,November,15,3599.770365516667,53996.55548275
PLAZA PATIO (QRO),MOTO,October,12,4489.081321839167,53868.97586207
ANDADOR (CELAYA),HONOR,January,13,4130.437462864616,53695.68701724
VIA ALTA SUR (LEON),SAM,June,12,4467.52945402,53610.35344824
CORREGIDORA 2 (QRO),HUAWEI,April,13,4119.82753023923,53557.75789311
HIDALGO 2 (CELAYA),MOTO,February,16,3345.04404375,53520.7047
LA VICTORIA (QRO),XIAOMI,August,12,4445.976859195,53351.722310339996
PARQUE (QRO),XIAOMI,June,12,4441.315912644167,53295.79095173
ALAMEDA (QRO),XIAOMI,October,15,3545.2870778873335,53179.30616831
PARQUE (CELAYA),MOTO,January,18,2944.2539682,52996.5714276
LA VICTORIA (QRO),MOTO,August,10,5285.432882759,52854.32882759
URBAN (QRO),SAM,June,11,4795.376018807273,52749.13620688
LA VICTORIA (QRO),HONOR,October,13,4057.4939257315386,52747.42103451
BOULEVARES (QRO),HONOR,February,15,3510.634965517333,52659.524482759996
URBAN (QRO),XIAOMI,January,18,2925.3843295016663,52656.917931029995
ANDADOR (CELAYA),XIAOMI,January,27,1952.056626923077,52390.5423
BOULEVARES (QRO),XIAOMI,May,13,4024.336604775385,52316.37586208
HIDALGO (CELAYA),HONOR,February,14,3736.823523399286,52315.529327590004
ALLENDE (CELAYA),XIAOMI,December,15,3487.6463388499997,52314.69508275
BOULEVARES (QRO),SAM,December,11,4751.201097178182,52263.21206896
URBAN (QRO),XIAOMI,December,14,3724.5090886707144,52143.12724139
HIDALGO 2 (CELAYA),MOTO,June,11,4717.00630627,51887.06936897
CORREGIDORA 4 (QRO),HONOR,October,12,4302.300612071666,51627.60734486
CORREGIDORA 3 (QRO),NOKIA,June,22,2341.6635266477274,51516.59758625
GUERRERO (QRO),XIAOMI,January,22,2340.0588401254545,51481.29448276
CORREGIDORA 2 (QRO),HISENSE,April,20,2568.1020000005,51362.04000001
ANDADOR (CELAYA),MOTO,April,11,4662.148218181818,51283.6304
ANDADOR (CELAYA),MOTO,November,12,4246.26458132,50955.17497584
PLAZA MAYOR (LEON),MOTO,December,14,3570.625063660769,50900.02582759
PORTAL (QRO),SAM,December,11,4619.83,50818.13
ALLENDE (CELAYA),MOTO,April,11,4615.125890909091,50766.3848
LEON CENTRO (LEON),NOKIA,April,22,2295.3763636363637,50498.28
HIDALGO 2 (CELAYA),XIAOMI,December,20,2618.870631417778,50413.81136552
PLAZA MAYOR (LEON),XIAOMI,January,22,2314.1103776685713,50233.38793104
PARQUE (CELAYA),HONOR,January,14,3587.7381971185714,50228.33475966
GUERRERO (QRO),HISENSE,May,20,2503.4473103445,50068.946206889996
FIESTA (IRAPUATO),MOTO,August,11,4538.82532602,49927.07858622
ANDADOR (CELAYA),XIAOMI,December,15,3326.724544366,49900.86816549
ALLENDE (QRO),NOKIA,May,25,1995.6891999999998,49892.229999999996
ALLENDE (QRO),HISENSE,May,18,2767.3362068966667,49812.05172414
CORREGIDORA 4 (QRO),HUAWEI,April,12,4129.8855954025,49558.62714483
OBREGON (LEON),MOTO,April,9,5478.63960843,49307.75647587
OBREGON (LEON),XIAOMI,November,15,3274.885327586,49123.27991379
PLAZA MAYOR (LEON),MOTO,July,12,4089.656204023333,49075.874448279996
CONSTITUYENTES (QRO),SAM,April,11,4458.385105327273,49042.236158600004
PLAZA MAYOR (LEON),MOTO,June,12,4076.7242758616667,48920.69131034
VIA ALTA SUR (LEON),SAM,November,14,3485.5938028371424,48798.313239719995
LEON CENTRO (LEON),HONOR,December,12,4065.230660919167,48782.76793103
PORTAL (QRO),SAM,November,11,4395.692852663637,48352.6213793
ANDADOR (CELAYA),MOTO,May,9,5343.9655555555555,48095.69
PARQUE (QRO),APPLE,November,4,12014.2234482775,48056.89379311
VIA ALTA SUR (LEON),SAM,April,12,3986.203965516667,47834.4475862
MADERO (LEON),XIAOMI,January,23,2149.0017241378946,47623.24275862
CONSTITUYENTES (QRO),XIAOMI,September,11,4317.321003134545,47490.53103448
FIESTA (IRAPUATO),HONOR,December,12,3950.2881321833333,47403.4575862
URBAN (QRO),HONOR,December,12,3928.735402298333,47144.82482758
CORREGIDORA 2 (QRO),HUAWEI,May,11,4278.134939811818,47059.48433793
HIDALGO (CELAYA),HONOR,November,13,3619.8296259946155,47057.785137930005
URBAN (QRO),SAM,December,10,4683.305241378001,46833.05241378
LEON CENTRO (LEON),XIAOMI,February,14,3330.420812807857,46625.89137931
LEON CENTRO (LEON),NOKIA,May,20,2331.0355,46620.71
PLAZA PATIO (QRO),APPLE,May,2,23275.0,46550.0
ANDADOR (CELAYA),MOTO,July,9,5146.648018773333,46319.83216896
PORTAL (QRO),HONOR,January,12,3856.897586206667,46282.77103448
ANTEA (QRO),MOTO,May,8,5775.21676724125,46201.73413793
PARQUE (QRO),APPLE,June,4,11529.310344825,46117.2413793
ANTEA (QRO),XIAOMI,December,14,3293.474507387857,46108.64310343
URBAN (QRO),SAM,September,10,4602.589137889,46025.89137889
CORREGIDORA 4 (QRO),XIAOMI,February,14,3287.318891625714,46022.46448276
ALLENDE (QRO),HISENSE,August,16,2873.601203879375,45977.61926207
ALAMEDA (QRO),HISENSE,August,13,3523.7423872699997,45808.651034509996
MAYOREO (QRO),HONOR,February,13,3507.0968434984616,45592.25896548
MAYOREO (QRO),MOTO,February,16,2849.35499999625,45589.67999994
LA CRUZ (QRO),MOTO,April,10,4533.620064828,45336.20064828
HIDALGO 2 (CELAYA),MOTO,January,11,4113.557959561818,45249.13755518
LA CRUZ (QRO),SAM,July,13,3480.5707319853846,45247.41951581
LEON CENTRO (LEON),HONOR,February,12,3763.5045402299997,45162.054482759995
CONSTITUYENTES (QRO),XIAOMI,January,13,3473.9384615384615,45161.2
ANTEA (QRO),SAM,May,10,4507.844068965,45078.44068965
FIESTA (IRAPUATO),HONOR,January,13,3454.045994696154,44902.597931050004
PARQUE (CELAYA),SAM,June,11,4074.3737617527277,44818.11137928
LEON CENTRO (LEON),XIAOMI,May,10,4464.654310345,44646.54310345
CORREGIDORA 2 (QRO),HISENSE,July,14,3188.979655174286,44645.71517244
CORREGIDORA 3 (QRO),XIAOMI,May,15,2970.401011494,44556.01517241
GUERRERO (QRO),HISENSE,July,16,2782.006120690625,44512.09793105
URBAN (QRO),SAM,July,11,4043.0268322499996,44473.29515475
LEON CENTRO (LEON),XIAOMI,November,12,3698.7060057466665,44384.47206896
PARQUE (QRO),XIAOMI,October,13,3411.007586206154,44343.09862068
MADERO (LEON),NOKIA,May,18,2456.0366666666664,44208.659999999996
CONSTITUYENTES (QRO),SAM,December,14,3150.651108372857,44109.115517219994
LA VICTORIA (QRO),HONOR,February,11,4003.8417241381817,44042.25896552
MADERO (LEON),XIAOMI,October,12,3792.5933228836366,43614.21620689
ALLENDE (QRO),HUAWEI,May,12,3621.9841945408334,43463.81033449
LA CRUZ (QRO),MOTO,July,8,5421.552172413751,43372.417379310005
VIA ALTA SUR (LEON),MOTO,June,8,5415.08676724125,43320.69413793
LA VICTORIA (QRO),MOTO,May,8,5389.22459655125,43113.79677241
LA VICTORIA (QRO),APPLE,November,5,8619.82758621,43099.13793105
HIDALGO 2 (CELAYA),XIAOMI,January,22,1981.9067200000002,42912.2744
PLAZA MAYOR (LEON),SAM,April,11,3886.285297805455,42749.13827586
MADERO (LEON),NOKIA,June,16,2671.5528663825,42744.84586212
ANTEA (QRO),APPLE,November,4,10667.2406896575,42668.96275863
PLAZA MAYOR (LEON),XIAOMI,November,13,3273.8231299738463,42559.70068966
